label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
3,0.0,0.0,0.0,0.10359297220425295,-0.367305865196355,-0.07012404623774622,0.11122110406026876,-0.7182391231879875,-0.13183709163959112,0.07350806420353284,-0.8386348523127519,-0.19193605945254844,-0.020627643886425833,-0.6214118299677931,-0.23602792618818264,-0.3557631017466124,-0.8700691598912255,-0.1510009882641164,-0.2137519994693923,-1.0,-0.23041186135067693,-0.061059186878140256,-0.8402233376086303,-0.2627629423346786,-0.06525984919026336,-0.7151971733080204,-0.28724147597960037,-0.4718314116749201,-0.6500099488945529,-0.1838807388612654,-0.26738025579426206,-0.7213560127931586,-0.2637097293154949,-0.08807242752165716,-0.5929913698723355,-0.2840975606976677,-0.10853350279473492,-0.5393599372229061,-0.3037590366398624,-0.4952730368591469,-0.3911737369856831,-0.22005280370049385,-0.27852920883461835,-0.43086228921048847,-0.29125387376655276,-0.11181421537677023,-0.36670376326626947,-0.28692424729370725,-0.14143225750323232,-0.3529876401135983,-0.2884782237075055,-0.46579300334300083,-0.1432890614703863,-0.26380407692211816,-0.26419730940545233,-0.15986667619922942,-0.300046209327692,-0.14642070214215636,-0.1778453192389225,-0.29127855757690185,-0.16231519174663828,-0.19451445518389088,-0.2913955163075091
3,0.0,0.0,0.0,0.10692772455497407,-0.36421739645037116,-0.07038872918785481,0.11273292894889382,-0.7208054363419668,-0.1306578211676116,0.07449542628799449,-0.8449998504260257,-0.18955461935243387,-0.015740167895702286,-0.6218531478384827,-0.23154660489708473,-0.35498190805232577,-0.876942890055325,-0.14482070169789252,-0.21221078571425475,-1.0,-0.2250887756533351,-0.060282701314646844,-0.8489462188349618,-0.26119238337759526,-0.06317701191085738,-0.719004262207946,-0.28770510193443616,-0.4750164856532546,-0.6557021717707521,-0.17763037618590516,-0.2645260174173474,-0.7311958417568049,-0.26065042159136115,-0.09273304600678675,-0.6097907655196004,-0.286694312448316,-0.1184395554227936,-0.5430926955441263,-0.3084339141306547,-0.4958877724793425,-0.39827300588627784,-0.21368655107646686,-0.2642535868489359,-0.43608205498165875,-0.2835599518813916,-0.10549045956495218,-0.37254671585410426,-0.2811110303097463,-0.14693296397955216,-0.3505883893310835,-0.2835024797075702,-0.4633055479805129,-0.1522775780808662,-0.2581810148884528,-0.23404598467582116,-0.1649826949414949,-0.29302289026862,-0.12192408708933815,-0.1751056013935959,-0.28409730722276494,-0.15244427719135628,-0.18105040816353074,-0.2836384240244312
3,0.0,0.0,0.0,0.09683747030459644,-0.36533360914965934,-0.08065800108913393,0.10928970181737785,-0.7130436495753578,-0.15252059722124778,0.07822731096047016,-0.8443480911485397,-0.2220307441426943,-0.015315029855475528,-0.6266581951652244,-0.2732905926735619,-0.3643307650674245,-0.8696341000917746,-0.15943903110988036,-0.21752079430723859,-1.0,-0.2510767890515025,-0.06262869376343168,-0.8400047501700594,-0.29076979563005023,-0.072743327187664,-0.7141392533148581,-0.31858198660220977,-0.4880108553425458,-0.6464368525635869,-0.19180435311723218,-0.26830175400576695,-0.7238679080590357,-0.28399352480906437,-0.08896827729172448,-0.587221057481983,-0.30882145427670055,-0.12449287282951979,-0.5331783508263271,-0.328539147510937,-0.5101507522288312,-0.38858558213936056,-0.22876079931143203,-0.26870628461727475,-0.4300707654942831,-0.3092113184645227,-0.10424850175367742,-0.3575470515836728,-0.3015848328734631,-0.1550757591926462,-0.3419605834390903,-0.2987886901428924,-0.4800680565839382,-0.14421647641359972,-0.27494053797546314,-0.2498932032618564,-0.16129804416673096,-0.31632929506719887,-0.13295808084373528,-0.1671488527080621,-0.3032357905964023,-0.16561741539306837,-0.17077189716210175,-0.298152397201875
3,0.0,0.0,0.0,0.1017972342415189,-0.3576948490395422,-0.07435561584902411,0.11162950933801692,-0.701759195984969,-0.1403346378429419,0.07985239982371295,-0.8301483676815492,-0.20493212318696147,-0.012090001624154195,-0.6265143281056731,-0.2529569848131551,-0.35409328167638804,-0.8728313356091785,-0.15286371281211666,-0.2104389086466534,-1.0,-0.24150629006869628,-0.059871335243906865,-0.8361758930728193,-0.28282818634155593,-0.06866976118410625,-0.706816903466319,-0.3122005909833756,-0.4762491909124768,-0.6519248401447433,-0.18578573416876593,-0.2638777670684582,-0.7257142745325013,-0.27597692451289746,-0.08703895600151065,-0.5886787103389481,-0.3029171473764226,-0.11256747469243802,-0.528134068601925,-0.32412915559416455,-0.49896297102374115,-0.3933525347350487,-0.2224402390659061,-0.2633790517157221,-0.4337763628817061,-0.29917797806063073,-0.10409116179641456,-0.3579811959036526,-0.2927829796293419,-0.15050930388142414,-0.33331905585111876,-0.2909655086874608,-0.470838170102213,-0.14828353862106047,-0.26775222506295737,-0.24283420777476308,-0.16489209158664211,-0.3069515507454446,-0.12866307106033353,-0.169476250495454,-0.29432470310698,-0.15979339975913814,-0.1731644068021404,-0.28957668834739725
3,0.0,0.0,0.0,0.09571007466945804,-0.36061436833641486,-0.08257978341637799,0.10184103650419966,-0.7159614203704858,-0.15371479374661728,0.062985364321594,-0.8359099177221962,-0.2216916969667167,-0.0281559612595364,-0.6024498605322759,-0.2701519982000238,-0.37189045724460384,-0.8832318850000547,-0.16029702642752267,-0.2293833040369579,-1.0,-0.25174730144263996,-0.06852593103389734,-0.8264780038166822,-0.2909695692345198,-0.08360233951047913,-0.7046257446674007,-0.32037841685159524,-0.503167147046807,-0.6467379831807755,-0.19285473179868864,-0.29160677272334323,-0.7305233831539252,-0.2882591798216915,-0.0998581979478911,-0.583684990360007,-0.31240233064631245,-0.136586448432683,-0.5314979036840611,-0.3315988560492744,-0.5250352773930046,-0.3814810272741102,-0.2298600720487812,-0.2879556714454494,-0.4340159176600964,-0.3138020339521007,-0.11263121660040079,-0.35235821861060346,-0.30206321197689284,-0.17084896718828288,-0.32997167756429285,-0.2965129840504217,-0.496593612250911,-0.13491142844569717,-0.2763259608145873,-0.2527449575721916,-0.15384294060106826,-0.32107500156212626,-0.13365820701714648,-0.15010689882173395,-0.30632450548949364,-0.1815593445385547,-0.14735730610054856,-0.30012083324523486
3,0.0,0.0,0.0,0.09529090233926743,-0.36108719793319577,-0.08620725237559239,0.10392787177910809,-0.7091913778488901,-0.1639358772103195,0.07182093900581354,-0.8362404750333192,-0.23865245459948853,-0.016864339953657437,-0.6100479302409478,-0.2937795085479119,-0.36810170357871486,-0.875563294996785,-0.1665023480045379,-0.22100436523302264,-1.0,-0.26447419383922,-0.06522209633502127,-0.8347492703295579,-0.3066644819234305,-0.07772120326603048,-0.7064554995849985,-0.3362096573221803,-0.49575621333455644,-0.6430564216732187,-0.1983596211363478,-0.2788119492189946,-0.7247129169088611,-0.2988865952377881,-0.09090108235551467,-0.5819718257681937,-0.3243240391729015,-0.12339710654467417,-0.5248895020070898,-0.3429706306042022,-0.5164549615384955,-0.3832681650232727,-0.23522574336904675,-0.26913571208690595,-0.42889340593138936,-0.31976944244757594,-0.10017521793088484,-0.35014765407314435,-0.3077613580783561,-0.15764332544492476,-0.32482749435271685,-0.3014266047285756,-0.48507105631759206,-0.14184493499780812,-0.28228824651132656,-0.23370242808920283,-0.15893805497071176,-0.3252531616896184,-0.11810738173340943,-0.152455256141007,-0.3096270729172376,-0.1668020235840777,-0.1425712977769859,-0.3023395196969411
3,0.0,0.0,0.0,0.09821117713230147,-0.3634833340509286,-0.07838957426987336,0.11093643555947404,-0.7070504497136576,-0.149967103951543,0.07645001045794889,-0.8344608320855554,-0.21832325481002368,-0.01788342042462551,-0.6161996141596038,-0.26890765417297396,-0.3626098712983833,-0.8707924240301591,-0.1669118906804168,-0.21905206616067824,-1.0,-0.25703340177425704,-0.06265027154605202,-0.838087019314094,-0.29450173560772147,-0.06786837278030855,-0.7077640380752391,-0.321137295431451,-0.48224099310518465,-0.6511304747690235,-0.20074213959271361,-0.27481309558128164,-0.7243284674547975,-0.2920099954203264,-0.09039159281446026,-0.592970728452418,-0.31554857629086924,-0.11446804227852589,-0.5356548304249599,-0.33528574191789706,-0.504817814225302,-0.3914968679699799,-0.23794644300043136,-0.27575791716998505,-0.4229480837693726,-0.31591520553330504,-0.10681521689480003,-0.3524617268576082,-0.3067903992566998,-0.14427811412474398,-0.33617661322876985,-0.3043061173243856,-0.4743245061105238,-0.13946204835484552,-0.2841000104941976,-0.25848951593356484,-0.14630331723515874,-0.32365624595606407,-0.13550398243501702,-0.16092171575054526,-0.31091470503794577,-0.15312491599218178,-0.17551410599180367,-0.3072637389179847
3,0.0,0.0,0.0,0.1073898176782591,-0.3683093363784879,-0.07588512432554397,0.11929571757913655,-0.7117004639210327,-0.14435964430032844,0.08248700254652774,-0.8221202577702682,-0.21035720423673843,-0.01197296478006595,-0.5979519699204867,-0.25699209474551865,-0.3413901074674321,-0.8787086985839514,-0.1593030961199719,-0.19857038776633262,-1.0,-0.24248210218616786,-0.04664260081692127,-0.8304523423835396,-0.2744449491042837,-0.06321979023225333,-0.7035256534465966,-0.29934908292745976,-0.4725351557756748,-0.6527511886523211,-0.1905830492542162,-0.2529266876451637,-0.7250066526637783,-0.2766871282413578,-0.07626407070683584,-0.5770511949389806,-0.29388978108254044,-0.11624114377590555,-0.5244004206033643,-0.3099452800151001,-0.4924441940545424,-0.39689749041715,-0.225352004286515,-0.2516491716680058,-0.43768671594374386,-0.29771490128261124,-0.09193012507007903,-0.36058191216072494,-0.2840106830201234,-0.1514412167183809,-0.3443399394930541,-0.2798941050986998,-0.456563514854171,-0.15830756233481372,-0.26939936651609175,-0.21324376350447688,-0.1656926650183562,-0.308071634768719,-0.1052883617567855,-0.16800495009856276,-0.2960183374588065,-0.15574273438690858,-0.17384745291248885,-0.2933176573800252
3,0.0,0.0,0.0,0.10157087260954527,-0.36857107243926135,-0.0844328465245949,0.11279161893506369,-0.7119394188406667,-0.1543893500365637,0.074890637746976,-0.8211642751951967,-0.22047641984484367,-0.017488012964969563,-0.586131114234229,-0.2661307363096032,-0.35577710676908325,-0.8751337968767209,-0.15913176095900536,-0.21917307869443706,-1.0,-0.24879396959837605,-0.05969940246738038,-0.8268160047554636,-0.2864413989726408,-0.0696020750634278,-0.7003939217472108,-0.31387489733586177,-0.48864306609571206,-0.642976623000906,-0.18951498719987864,-0.26620066113079,-0.7216950220417233,-0.28028154904937413,-0.0850364474893012,-0.5810894258863679,-0.30452381740903156,-0.12320496747216289,-0.525737034206055,-0.32408553082683855,-0.5110108591732502,-0.38087192146274473,-0.22497377006763514,-0.2542041182508283,-0.41747703222314625,-0.30308469721376563,-0.09204329292112574,-0.3443329809383555,-0.2952123901610077,-0.1575115418698214,-0.32818788302069546,-0.2929072862374644,-0.4797998866972105,-0.13542255411395307,-0.2705216865515642,-0.22697726447847633,-0.14464725658421326,-0.3117902875874692,-0.1124894012209178,-0.1517382437364156,-0.30023640929717615,-0.15861049539083638,-0.1561593388076563,-0.2964646783651409
3,0.0,0.0,0.0,0.09852954705320505,-0.3655290097168506,-0.08696497857406915,0.11189669025716756,-0.7064054470478951,-0.16485943841555165,0.07383348953745589,-0.8239205144269021,-0.23956981433903704,-0.01777503853022883,-0.597645422250445,-0.2957236758732055,-0.3632967093119582,-0.8858176635723756,-0.15804916720600728,-0.2116406524342823,-1.0,-0.24844375815843434,-0.05909121104338745,-0.8433152101588256,-0.29027945778937886,-0.06576645163743366,-0.7171757741063314,-0.32045147316344824,-0.4885332006781932,-0.6492410752233748,-0.18751105292664877,-0.26915601918327936,-0.7226994782002925,-0.27690898218224236,-0.08840619787657085,-0.5986016580727085,-0.30377902304733856,-0.11579248808583921,-0.5448566596820953,-0.32616859321540315,-0.5098336759335154,-0.38696062323150454,-0.22193073512683026,-0.2595595721150621,-0.4307394416902648,-0.2969888418585688,-0.09532530482748312,-0.36709534846776104,-0.2887700703550081,-0.14777820485953974,-0.34374186702422077,-0.2870581984556454,-0.47722398032286945,-0.1438684764930095,-0.2666869173902728,-0.22505871038837902,-0.17097129391424515,-0.30393649275470114,-0.1073170395935386,-0.17300176540886839,-0.2887729930364804,-0.14597521085371362,-0.16387425848566423,-0.28261610502467516
3,0.0,0.0,0.0,0.10090393793901975,-0.3553997558412693,-0.08533747542013853,0.11344121781323015,-0.6954370023932974,-0.15748431546120895,0.07001378336561033,-0.8266528731041044,-0.2261000147758208,-0.028749340930936555,-0.6070665750980382,-0.2775284192813295,-0.3651339300443939,-0.8765899324182443,-0.1566341901151772,-0.22038690440423106,-1.0,-0.2479280516666449,-0.06635790296187222,-0.842650361157829,-0.2904153635629262,-0.0666136097406529,-0.7130763453803766,-0.3193079625642221,-0.48844160019892796,-0.6506567965998701,-0.18469033405913826,-0.27673913931753114,-0.7161907130094826,-0.27118524144641476,-0.09622293610597196,-0.5903436467490333,-0.29574999911985783,-0.11609978169054247,-0.5332191566057348,-0.31664674930028924,-0.5150768671729745,-0.38719763943475966,-0.2184042431313154,-0.27172300373361397,-0.4118643575231982,-0.29294203168775695,-0.11335851324944592,-0.35142185205344395,-0.28912153424111015,-0.15468293561214816,-0.3348789727415809,-0.29033607315715815,-0.4855022832796282,-0.13459670654476064,-0.26163936488619915,-0.2510231002477641,-0.1434754839418765,-0.2970670174029198,-0.13110820182360833,-0.1594963521496959,-0.2859693104279206,-0.14986039644438112,-0.16952469020749558,-0.28331831232477217
3,0.0,0.0,0.0,0.09523636730715253,-0.3558118900736843,-0.08460843174377838,0.10450820251240836,-0.7052857294495195,-0.15980417422367355,0.06349795783593347,-0.830477717514975,-0.2321964204097141,-0.029635711300592466,-0.6026431755908406,-0.286942381778895,-0.3862050124499039,-0.8837499899675038,-0.16334239543439405,-0.22951909695551326,-1.0,-0.2643668913424356,-0.07010572724971804,-0.8357012850525528,-0.31450051854030114,-0.07741458445739682,-0.7173398725991671,-0.350386503261742,-0.5193398267040293,-0.6392428523127249,-0.19882893137226515,-0.29545119272532677,-0.7221030192105065,-0.3001686878770814,-0.10427262254425687,-0.5890414845697947,-0.33162825047381017,-0.13269166052564854,-0.5354269203017368,-0.35615713858044695,-0.5428969191814885,-0.36450867955053967,-0.23917843019396967,-0.2853528493928446,-0.41454726650933454,-0.3259128080147261,-0.11290723880494939,-0.34036693275672764,-0.31691128499701454,-0.16870611772012398,-0.31341405225466645,-0.31342738056877806,-0.5137778673072091,-0.10832269888731422,-0.28958299131154114,-0.25461446784305175,-0.13510601607256767,-0.33395547873644293,-0.13149019138385484,-0.138873939056457,-0.3181051237895519,-0.17012253662652424,-0.13641685355370234,-0.3110456376997916
